movie,sentence,score
본즈 앤 올,어제 보고 왔는데 계속 생각나요 진짜ㅜㅜㅜ,10
늑대사냥,너무 잔인해요ㅠ이 영화 정신적으로 정상인에게 좋지 않을거 같아요.. 사이코패스가 즐비한 미친영화,2
올빼미,"근래 본 영화 통 틀어 가장 재밌게 본 영화에요!스토리, 연기, 연출 뭐 하나 빠지는거 없이 완벽했습니다.특히 유해진 배우님 최고에요!!",10
카터,주원에게 지시내리는 북한요원? ㅜ진짜?글읽는줄알았습니다ㅡㅡ도저히 보다 거슬려서 못보고 중단ㆍ일반인도 느끼는걸  연출하셨던 분들이 ?정말 모르신걸까요? 몰입도 제로 ㅜㅜ,2
원피스 필름 레드,쾌락 없는 책임. 해적질 때문에 입양했으니까 쾌락 있었다고 해야되나. 스토리는 별로였는데 연출은 좋았음.,8
원피스 필름 레드,우타 노래들 좋네요 ㅎㅎㅎㅎ,8
올빼미,미쳐따.. 마지막에 학질입니다 하고 빠져나올때 소오름...,10
블랙 팬서: 와칸다 포에버,진짜 재밌고 여성서사가 멋지게 잘 표현되어서 좋았다!아이맥스로 보는데 웅장함도 더 크게 느껴지고Ost는 1편만큼의 임펙트는 없었으나 나름대로 의미있고 좋아서 영화 끝나고 바로 플리 넣어야겠다는 생각했음,10
압꾸정,"코메디 영화인데 불구하고 웃음 하나도 안 나오고, 스토리마저 엉성한데 배우들 연기가 좋아서 더 안타까움.",3
"광해, 왕이 된 남자",솔직히 너무 재밌다..,10
본즈 앤 올,식인 소재가 주된 것이 아닌 사랑과 성장이 주된 영화입니다,10
탄생,조금 길었지만 재밌었습니다,10
올빼미,기대를 안하고 봤는데 정말 재밌게 봤어요. 배우들 연기력이 대단해서 넋을 놓고 보았네요. 연출도 좋았고 긴장감도 있고 재밌게 잘 봤어요,10
그녀가 말했다,"엔딩으로 갈수록 너무 벅차올라서 눈물 좔좔 흘리면서 봄ㅠㅠ 두 기자의 취재 과정이 너무 몰입감 넘쳤음,,,",10
자백,오랜만에 신선한영화 봤어요 반전에 반전! 나나분도 생각보다 연기력이 좋아 놀랐어요,9
본즈 앤 올,책보다 나은 영화 오랜만이네요^^,10
본즈 앤 올,세상에 있으면 안되는 식인자들의 로맨스,9
압꾸정,웃겨요 ㅎㅎㅎ 보신분들은 아실거예요 ㅎ 무슨 말인지 아시죠? ㅎㅎ,10
올빼미,부엉이미만잡이노 ㅋㅋ이기야,5
스트레인지 월드,특색 없고 스토리 뻔해서 10분만에 잤음 cgv 의자 편하더라,1
퀴즈왕,먼가 심심한듯하지만 메세지가 꽤 담겨있다,6
"오늘 밤, 세계에서 이 사랑이 사라진다 해도","대사와 배경 BGM이 잘 어울려져서 몰입도가 좋았다. 다만, 아쉬운 부분은 책에서 보여주는 중요한 서사를 안보여준거같아 아쉬웠지만 재밌게 잘봤습니다.",10
본즈 앤 올,호불호가 갈릴 것 같은데 일단 저는 엄청 재밌게 인상 깊게 봐서 호..!!뭔가 영화 자체가 굉장히 몽환적이면서 미쟝센도 좋네요!,10
극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,시사회로 봤는데 더빙도 퀄리티 있고 재밌게 봤어요^^ 1대 히어로가 나오는 장면은 감동 그 잡채~~~,10
극장판 가면라이더: 세이버X젠카이저 슈퍼히어로 전기,슈퍼히어로들 총출동!! 너무 박진감 넘치고 재밌었어요!!!!,10
늑대아이,인간엄마가 댕댕이 두마리를 키우며겪는 육아 에피소드 ,8
압꾸정,주변에서 많이 웃더라 복잡한 영화말고 가볍게 볼 영화 찾는다면 이거,10
압꾸정,노잼중에노잼 이런경우는 처음,1
압꾸정,역시 믿고 보는 마동석! 스키장 오뎅탕같은 그의 매력에서 빠져나올 수가 없네요ㅜㅜ,10
초선,동양인 그리고 성소수자 못하는동네의 처절한 자아 찾기,10
압꾸정,처음부터 끝까지 꾸준하게 터짐ㅋㅋㅋㅋ 마동석 의외의 코믹 맛집,10
올빼미,그저그래요 난별로였음,6
메가로돈,"크리쳐물, 재난물의 기본정석을 잘 따라간 작품이어서 킬링타임용으로는 부족함 없었습니다.다만, 부족한 개연성과 이야기의 전개가 아쉬움으로 남는 것 같습니다.",7
원피스 필름 레드,처음에는 오글거렸지만 우타와 샹크스의 관계를 중심으로 스토리가 점차 진행이되면서 원피스적인 감동을 오랜만에 느낄 수있어 좋았습니다. 뮤지컬적인 특징을 너무 과하게 넣지않고 원피스 만화의 특성과 잘 어울리게 연출했다고 생각하고 음악도 여운이 짙게 날정도로 감동적입니다. 개인적으로 역대 극장판중 가장 재밋게 봤습니다. 우타라는 캐릭터가 극장판으로써 소모되는게 아쉬울정도로 정말 입체적이고 잘만들어졌습니다.  기존의 원피스 극장판의 코믹적이고 주인공해적단의 활약 을 중심으로 나오는 스토리를 기대한다면 다소 실망할수있습니다. 단지 원작에서도 잘 등장하지않는 샹크스의 이야기를 볼 수있는것만으로 보기에는 이번 극장판은 잘만들어졌고 감동적이기 때문에 과거 원피스 감동을 다시 느끼고 싶으시면 꼭 보러가세요!(원피스를 중도 하차하거나 최근 내용을 잘 알지 못하면 이해하기 어려운 장면들이 많기때문에 최근내용을 다 보고 가시는걸 추천합니다.),10
본즈 앤 올,연출과 배우 연기에 감탄할 수 밖에..,10
올빼미,진짜 너무너무너무너무 재밌으니깐 꼭 보세요 여러분..!!,10
본즈 앤 올,믿고 보는 루카 감독님!! 갠적으로 본즈앤올은 루카 감독 영화 중 제일 좋았음!!!,10
리미트,여경들 왜케나오는겨 치안조무사들 ㅋㅋㅋ,1
자백,"원작을 잘 각색해서 한국화한 것이 인상깊었습니다.아무래도 한국에서는 스릴러물, 범죄물의 촘촘함이 뛰어나지 않으면 어려운 점이 있는데 완벽한 극복에는 조금 모자랐던 점이 아쉽습니다.",8
탄생,"한국에서 종교 영화로 이런 스케일을 묵묵히 표현해 냈다는 것에 박수를 드리고 싶습니다.이야기 자체가 진중하기에 재미를 추구할 포인트가 많지 않았으나, 보는 재미와 외국어 대사들을 열연하는 배우들의 연기를 &amp;#39;듣는&amp;#39; 재미가 있었던 것 같습니다.",8
압꾸정,설마했지만 배우들에게 배신당한 영화,1
블랙 팬서: 와칸다 포에버,힘 빠진 와칸다 전사들의 싸움,6
올빼미,생각보다 재미 없습니다. ,2
본즈 앤 올,LOVE IS ALL!,10
본즈 앤 올,괴기스럽지만 아름답고 서글프다.,9
본즈 앤 올,쉽게 잊혀지지 않을 영화,10
본즈 앤 올,너무 즐거웠어요. 비주얼 굿,9
하나와 앨리스 : 살인사건,우린 왜 이렇게 못만들까?,8
올빼미,오랜만에 몰입할 수 있었던 영화네요~올해 최고 영화인 듯~,10
사잇소리,여주 엄청까이네...ㅋㅋ,1
주유소 습격사건,당시 10대 양아치들에게 좌표를 제시한 문제작(!).영화가 범죄율을 상승시킨다는 입증이 되기도.,2
올빼미,너무 재밌게 잘봤어요 :) ,10
애드 아스트라,SF라그런지 재미를  별로 모르겠음,1
본즈 앤 올,우리에게 내일은 없다,6
원피스 필름 레드,일본에서 대박났길래 기대하고봤는데 실망임하츠네미쿠 콘서트 보고온느낌 ,2
올빼미,이렇게 재밌는 영화 진짜 간만에 봐요...아니 첨 보는걸지두....?내가 몰입을 이리 잘 하는 사람일 줄이야...,10
압꾸정,"연말에 편하게 웃으면서 보기좋은영화, 뭔말인지 알지? 마동석님 표정과 입담으로 웃기는 영화 재밌었어요 ",9
올빼미,영화로써는 사실 주인공의 사이다를 기대하지만 평민 소경 침술사가 무슨 힘이 있어서 뭘 해낼 수 있었겠는가..주인공 위주의 스토리인 것 같으면서 묘하게 현실적이었어요.  하지만 마지막엔 결국 판타지가추가된 ㅎㅎㅎ 오랜만에 한국 영화 재밌게 봤네요~ ,10
올빼미,진짜 학교에서 보여줘서 누구 나오는지도 모르고 갔는데 정말 재밌었습니다 보는 애들 전부 재밌다고 안 본 애들 추천해주고 난리났습니다,10
올빼미,호기로운 상상력에 발동하는 서스펜스 거기에 배우들의 호연이 더해지니 그야말로 눈이 번쩍.,7
본즈 앤 올,비릿한 피냄새가 나는 확신의 사랑이야기,10
올빼미,오랜만에 진짜 영화 제대로봤네요 ㅎㅎㅎ 광해끕으로다가..리뷰잘안쓰는데 광해는 진짜 잘만든영화라고 생각하는 일인인데.. 그정도로 잘만들었고 잘봤습니다. 어제 와이프랑 봤는데 소현세자 죽는 연출은 정말 소름돋는 명장면이였습니다. 해진이형 굿 준열이 굿소현세자 굿 흥하세요 올뺴미 ,9
압꾸정,마블리 코믹 영화에는 감동이 있다.,10
창밖은 겨울,"갑자기 추워진 겨울에 무심코 선택한 영화였는데, 따뜻함을 느끼면서 나왔습니다.  풍경이 너무 아름답고, 두 배우의 케미가 매우 좋았습니다!",8
올빼미,사극 좀 지루할거 같아서 기대안하고 봣는데 초반은 그냥 루즈한데 중반부터 너무너무 재밌습니다.. 돈안아까워요 ,10
올빼미,사극 평소에 선호하지않는장르인데몰입도 최고 시간가는줄모르고 봤네요,10
"그 겨울, 나는","두 배우의 연기 합이 너무 좋아서 놀라웠다. 권다함,권소현 절대로 잊혀지지 않을 새 이름 ",10
해탄적일천,무조건 봐야하는 에드워드 양의 영화들,8
본즈 앤 올,콜바넴 감독과 배우라 기대했는데… 뭘 말하고 싶은지 잘 모르겠고.. 영상미와 OST도 그닥.. 한마디로 지루했어요,1
올빼미,올해 본 것 중 젤 재밌어요,10
데시벨,간지남들 잘 생겼다 ~ 눈 귀 호강,10
"그 겨울, 나는",세상에 사연 없는 사람 없다. 하나만 보고 열을 판단해서도 안 된다. 항상 역지사지할 것.,10
연애소설,지금은 클리셰한 연출에 스토리다.그치만 이 영화는 아껴서 보고 싶다.너무 예뻐서 그 당시 감성들이 아름다워서그걸 망치기 싫어서 그저 상자에 고이 담아 아껴서 보고싶다.그만큼 아름답고 고귀하다. ,10
올빼미,참엔지루해서 졸앗다 ㅠ갈수록몰입감을주다가 마지막에 먼가후루룩~내려놓는듯한,4
레지던트 이블: 라쿤시티,딱히 볼필요 없는 레지던트 이블 후속작,6
웨스트 사이드 스토리,스필버그의 리메이크. 과연 했어야 할까,6
압꾸정,그냥 마동석 보고 옴. 코미디인데 솔직히 박장대소할 부분은 찾기 힘들고 그냥 드문 드문 피식 피식.,4
경관의 피,경관의 피 . 이규만 감독 조진웅 최우식,4
데시벨,내가 그 당사자라면 어땠을까?이종석 입장에서도 생각해 봄,9
킹메이커,윤성현의 야심작 야심이 그득 그득 낫베드,6
블랙 아담,너무 지루하게 짝이없음,1
블루 재스민,"우아한 케이트 블란쳇의 연기만 있는 줄 알았는데, 찌질한 연기도 엄청 잘해서 놀람. 그에 따른 우디 앨런의 연출까지. 지루할 틈이 없었음",10
심야카페: 미씽 허니,재미있는데? ㅋㅋ세계관도 독특하고.,10
올빼미,이런 영화 오랜만에 보고싶었습니다.,10
놈이 우리 안에 있다,긴장감을 느낄수가 없네요,5
원피스 필름 레드,아쉽다 아쉬워 기대햇엇는데,6
탄생,감동입니다 역사에 길이남을 감동,10
압꾸정,리뷰를 다는 것조차 사치~안 보시길 권장드립니다.마동석은 범죄도시같은 영화에서만 봅시다.,1
너의 이름은.,이영화는 인생에서 한번은 봐야한다,10
탄생,쇄국으로 고립된 조선에서 혁명을 꿈꾼 한 청년의 일대기이자 숭고한 믿음에 대한 이야기 ,9
노트르담,노트르담 발레리 노트르담 발레리 돈 노트르담,6
바람아 안개를 걷어가다오,감독의 자전적인 이야기인가? 나도 카메라 들고 일상을 찍어볼까? 지루할거야...,3
원피스 필름 레드,와 미쳤다... 이건 극장에서 n차 각,10
올빼미,재미있어요!!정맬루,10
원피스 필름 레드,일본에서 대히트한 이유를 알겠다,10
리멤버,연출이 주제를 못 따라감..,5
노웨어 스페셜,노웨어 스페셜 느낌적인 느낌적인 느낌,6
압꾸정,개노잼 스토리도 노잼 개그도 노잼 잠잘뻔 ㅋ,1
탄생,청년 김대건의 용기와 강한의지에 너무 감동적이었습니다 ,10
베네데타,폴 보허벤의 영화 어찌 안볼수가 있으리오,8
티탄,칸 황금종려상을 받을 만한 영화였을까...,8
리슨,"장애인에 관한 영화, 오티 렌티큘러 굿굿",7
압꾸정,요즘같이 웃을일 별로 없을때 보기 딱 좋은 영화입니다.,10
압꾸정,웃음이 끊이질않았던 시간이었음. 재미있어요~~,10
아이,"아기 낳기 전, 만삭일때만 보았어도 이해하지 못하던 장면들..  지금 너무나 이해 된다",8
올빼미,그냥 미쳤다.2시간 내내 숨죽이며 봄,10
해피 뉴 이어,화려한 캐스팅을 화려한 망작으로 보답...,4
원피스 필름 레드,끝까지 즐겁게 다 보려면 약간의 항마력이 필요함,8
드라이브 마이 카,"걸작,21세기 최고의 일본감독이 될거같아 류스케..",9
램,독특한 염소이야기. 볼만은 했다,7
자백,오메 팝콘 쏟을뻔ㅋㅋ,8
매트릭스: 리저렉션,실망...추억을 건들이지 마라,5
킹스맨: 퍼스트 에이전트,킹스맨의 프리퀄인지 뭔지 기억이...,5
원피스 필름 레드,7초 기어 5와 전력의 샹크스와 라이브하는 우타 는 양호한편 도트무지카 연출이 아쉬웠음,10
매트릭스,철학에 대한고찰까지 완벽한 영화,8
데시벨,속이시원했습니다다음영화가 기대되네요 고생들하셨어요,10
원피스 필름 레드,호불호 강한 스토리,7
RRR: 라이즈 로어 리볼트,"시작은 불합리한 철옹성 같은 집단에 분노하고 절망했다. 이걸 풀어나가는 기나긴 여정이 전혀 지루하지 않았고, 아름다운 뮤지컬 같았다. 뒤로 갈수록 완전히 몰입해서 &amp;#39;응 우리 주인공들 원하는거 다해&amp;#39; 이런 마음이 되어버렸다. 영화 제목이 우리말로 &amp;#39;저항 포효 봉기&amp;#39;라는 뜻이라고 한다. 내가 느낀 기분은 쉽게 표현해 유쾌상쾌통쾌! ",9
타짜,지금봐도 명작 그때도 명작 최동훈 최고작,8
원피스 필름 레드,난 재밌던디 ㅋㅋ 연출이나 영상 음악 내용 다 좋았고 크레딧도 보는맛 있었음 브륄레 최고,10
스파이더맨: 노 웨이 홈,"스파이더맨, 마블이 펼치는 대놓고 팬서비스인 영화",6
압꾸정,배우들의 케미와 코믹 연기가 일품!!!,9
탄생,영상미도좋았고  윤시윤배우의 연기도좋았구 진한감동이 남는영화였어요,10
고스트버스터즈 라이즈,"고스트 버스터즈 원작 팬들에 대한.,..",6
데시벨,재미 감동 다 좋았어요....,10
데시벨,좋은배우데려다가 이게뭐냐.. ㅠ ... 너무 아쉽다. 핵심을 좀더 끌어갔어야하는데 진짜 이도저도 아님. 좀더 잘만들수있는 소재인거같은데  좀 많이 안타까움. 그냥 배우보는 맛에 그나마 봐짐 ㅠ ,2
"러브 어페어 : 우리가 말하는 것, 우리가 하는 것",러브 어페어 사랑 이야기 담담한 대화,8
원피스 필름 레드,노래 데박 전투신 데박 우타 만세,10
괴짜들의 로맨스,중국영화 괴짜들의 로맨스 괴짜들의 영화,6
압꾸정,시간 순삭 꼭 봐야됨!!!!,10
압꾸정,시간 순삭!!지금까지랑 다른 마동석 배우 보는 재미!!,10
퍼스트 카우,켈리 라이카트 전작도 굿 신작도 굿굿 와우,8
압꾸정,시간때우기용 정도 이것보단 올빼미가 훨씬 낫네요,4
카모메 식당,자극적인 세상에서 조금은 해방감을 느끼게 해준 작품,9
타오르는 여인의 초상,2020년 올해의 영화!,10
빌리 홀리데이,빌리 홀리데이 빌리 노래 불러줌 엔딩 굿굿,6
리멤버,"반민족행위자 청산이라는 중요한 시대의 주제가 그려지고, 배우들에 의해 몇몇 웃기는 장면이 표현되는 방식이 웃음을 줘서 좋았다. 결말은 좀 아쉬웠다. 우리 민족의 대업을 이룬 이를 현대 법 체제를 빙자해서 가두는게 맞느냐에 관한 것이다. 질서를 추구하려 했던 점이 있지만, 되려 무질서를 방조하는게 아닌가 싶었다.",10
압꾸정,킬링타임이예요 시간순삭!!!,10
뉴 오더,"뉴 오더, 새로운 주문, 숨 막히는 영화",6
거북이는 의외로 빨리 헤엄친다,우에노 주리가 나와서 좋은 작품,7
압꾸정,제 웃음 코드랑 엄청 잘 맞아서 영화 보는 내내 빵빵 터졌네요ㅋㅋㅋ 영화 추천합니다,10
메이드 인 이태리,메이드 인 이태리 이 영화는 메이드 인 이태리인가요?,5
압꾸정,생각보다 훨 잼있었어요.,10
압꾸정,생각보다 훨 잼있었어요.,10
올빼미,류준열과 유해진의 만남은 최고였다 ,10
달콤한 거짓말,이야기의 짜임이나 구조가 아기자기 하고 좋았다,8
압꾸정,올해 극장에서 처음으로 본 코미디 영화. 유쾌하고 즐겁다 정경호가 넘 웃김 ㅋㅋㅋ,10
원피스 필름 레드,우타야 노래좀 그만 불러....ㅠㅠ 뮤지컬영화 인줄 알았으면 안봤지 우이싀...! ㅠㅠ,4
블랙 팬서: 와칸다 포에버,"너무 재미없다.. 서사, 연출, 스토리, 모든 것이 재미가 없었음..",1
엔시티 드림 더 무비 : 인 어 드림,영화 보고 나도 여덟번째 엔시티드림 멤버가 되었음나도 영원이라는 단어는 믿지 않지만 엔시티드림만은 영원했으면 좋겠다,10
데시벨,배우들이 아깝다,6
묵공,재미도 있었지만 깊이도 있어 나름 즐겁게 본 작품,8
양자경의 더 모든 날 모든 순간,처음에는 뭐지 싶은데 뒤로가면 갈수록 내눈에서 눈물이... 결국 2회차 찍음,10
올빼미,미쳤음 그냥....예상의 반전. 그 반전.,10
6년째 연애중,공감은 가지만 너무나 밋밋한,7
베스트 오퍼,버질의 무너지는 장면은 정말이지 .. 제 인생에서 인상깊은 연기 중 하나였습니다 . 마지막까지 그녀를 기다리는 그 모습도 여운이 남습니다 .,10
기예르모 델토로의 피노키오,기예르모 감독의 색까리 묻어나오는 피노키오,8
스트레인지 월드,디즈니다운 아름다운 영상미와 가족이라는 훈훈한 메시지,8
베르네 부인의 장미정원,다양한 장미 보는 재미가 약간 있었네요 ,8
압꾸정,재밌게 잘 봤습니다 마블리 ,10
탄생,"윤시윤의 연기는 좋았지만, 앞뒤 맥락을 알지 못하면 이해하지 못할거라는 생각이 다소 들었음",10
압꾸정,마동석 보는 재미로 보는 영화,8
GP506,갈피를 잡을 수 없는 스릴러의 맛도 맛보게 해주고 이것저것 좋은 요소들이 참 많은 작품,8
원피스 필름 레드,진짜 재미없음 노래몇개만 들을만하구 이게 진짜...일반적인 애니영화생각하고 보면안됨 그리고 스토리도 진짜 ..하 억지로 짜맞춘느낌 원피스팬아니면 1점줄만한 영화임,6
엔시티 드림 더 무비 : 인 어 드림,재미없겠다 솔직히 남자들은이걸안보겠지,2
본즈 앤 올,"영화가 끝나고 모든 면에서 충격에 압도당하지만 시간이 지나면 영화의 잔상이 서서히 스며들어 결국 아름답고 따뜻한 쓸쓸함이 넘실거린다. 영상미, 음악, 연출, 연기 모두 압도적.",10
오펀: 천사의 탄생,생각지도 못한 캐릭터의 재미,7
호빗 : 뜻밖의 여정,설레는 모험의 첫걸음,9
호빗 : 스마우그의 폐허,스마우그 날아가는 씬이란 보틀 라이더 씬은 항상 좋다,8
올빼미,재미있게 잘 봤습니다.백성이 믿고 따를수 있는 군주가 진정한 리더임을 역사를 통해서 다시한번 실감합니다.,8
압꾸정,한마디로 말하면 마동석영화중 최악 ㅋㅋ,3
호빗: 다섯 군대 전투,마지막 전투가 이래서는 떠나보내기가 아쉬움,7
폴: 600미터,설정은 좋지만 후반부 급전개가 아쉽다,6
원피스 필름 레드,"ost도 좋고 샹크스팬이라면 꼭봐야할듯 ,,,내가봣을땐재밋는데 다들 영화안보고 평점다시는건가,,,",10
탄생,감동 감동이였습니다 중간 중간에눈물을 많이 흘렸네요 왜 일까요?,10
본즈 앤 올,"식인 소재라 쫄아서 갔는데 생각보다 고어한 장면 크게 없고 티모시 얼굴이 너무 예쁨,, 성장과 사랑이라는 메시지 주는게 정말 쏘 감동 ㅠㅠ",10
압꾸정,이걸 선택해서 보러간 내가 참... 영화 내용이 이도저도 아님,2
블랙 팬서: 와칸다 포에버,넘넘 재밌는데 ㅋㅋ 평점 낮아서 기대를 안했는데 역시 마블 ㅎㅎㅎ 짱잼입니당,10
타짜,16년 전 영화인데 너무 재밌게 봤다. 명대사들이 예능에서 왜 선풍적인 인기를 끌었는지 알 거 같다. 유행어들 많이 듣고 자라왔는데 영화에서 보고 감탄함,9
올빼미,재밌어요 배우들 연기에 흠이 없어서 오랜만에 엄청 몰입해서 봤네요,10
압꾸정,최근10년간 영화중 최악...ㅠㅠ10년전감성에 나갈까말까 30번고민함....,2
올빼미,연기가 살린 영화,7
원피스 필름 레드,기대보다는 실망이 더 큰 영화. 뭔가 밋밋해요,7
프렌치 디스패치,믿고보는 웨스 앤더슨 감독의 영화잡지,8
기예르모 델토로의 피노키오,이건 기예르모 델토르만 가능한 감성. 너무 좋다,9
엔칸토: 마법의 세계,돗자리에 올라갈땐 신발을 벗자....,6
올빼미,오..스토리전개도 스토리전개지만 류준열 연기가 다했네요. 오랜만에 뻔하지않은 재밌는 영화 잘봤습니다:),10
더 스위머스,영상미와 연출 그리도 감동까지!이런영화가 많이 많이 나왔으면 좋겠습니다아니면 드라마로 시리즈로 만들어도 좋을것 같아요.전개부분과 극복 과정이 더 세세하게 나왔으면!,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",슬픔을 참을 수 없었다. 다만 익숙함이 묻어나는 것은 어쩔수 없다,9
연애 빠진 로맨스,손석구 전종서 너무좋다. 뒤늦게 기대안하고 봤는데 굿굿,7
압꾸정,굿굿. 오랜만에 잼있는 영화봤네요,10
장르만 로맨스,"장르만 로맨스, 류승룡 염정아 드립을 쳐가지고",6
세이레,마음 깊은 곳에 잉태된 죄책감이 일상을 양분 삼아 자라나 이윽고 공포로 태어날 때,8
그린 북,재미보다 품위를....품위있는 영화.,7
유체이탈자,유체이탈자 유체이탈자 윤계상 윤계상,5
올빼미,완전 재밌었습니다.연기와 연출 모두 완벽했어요!!,10
호빗 : 뜻밖의 여정,호빗 시리즈 재개봉 굿굿 하지만 영화는 쏘쏘,5
이터널스,"새로운 마블, 낯설은, 익숙치 않은...",5
올빼미,"코로나로 인하여 황무지 같은 영화계에 빛과 소금 같은 영화. 천만관객 넘어도 전혀 이상하지 않을 영화. 류준열, 처음부터 연기력에 소름돋는 영화.",10
원피스 필름 레드,호불호가 굉장히 심합니다 일본리뷰에서 뮤지컬같다고 하던데 정확합니다... 노래가 너무많아요... 적당히 잇엇으면 좋앗을텐데 아쉽네요 ,5
너와 사랑한 시간,한국 극장 처음 보는 중국 배우 구리나자 나라 구분 안 하고 중국 영화를 한국에 수입 해서 한국 극장에 정식으로 개봉 해주어서 감동 받았어요 중국 배우 구리나자를 한국 극장에서 볼수있어서 신기 하고 정말 좋았어요 중국 매력적인 이쁜 구리나자 죽는 결말 너무 슬프고 아직도 생각 나고 마음 아픈 이런 좋은 영화 극장에서 관람한 의미 있는 하루 잘 보내고 11월 30일 생일날 영화 너와 사랑한 시간 개봉 해서 저에게는 마치 생일 선물 처럼 다가온 구리나자 영화 너와 사랑한 시간 앞으로 구리나자 다음 영화도 한국에서 또 볼수 있기를 간절히 소원해요 ,10
탄생,"종교물이 아닌 역사물, 위인 전으로서아주 좋은 영화입니다.무엇보다 한국의 천주교사적의미있는 발자취를 역사고증으로다룬 것이 아주 좋았습니다",10
탄생,윤시윤의 연기가 인상적이다,7
리멤버,이런영화가 왜 이렇게 조용하냐?왜 잘 만든 영화 감동 있는 영화라고 말 못 하나?친일파 눈치보이나?,10
놈이 우리 안에 있다,극장에서 보기는 좀 아까운영화였어요,4
원피스 필름 레드,진부한 스토리와 ost만이 기억에 남는다,2
올빼미,천경수의 눈처럼 영화 전반을 어둡게 연출하여 몰입감이 있었다 결말이 조금 허무했지만 스토리가 재미있고 몰입감이 충분했었다,9
압꾸정,킬링타임 용으로 제격,7
압꾸정,재밌습니다 정말 정말 꼭 보세요~,10
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",뻔한 것을 뻔하지 않게 그려내는 능력,8
압꾸정,그냥 마동석이 없으면 안되는 영화이긴한데 먼가 좀 재밋다가 점점 답답해지는 느낌..?,3
스트레인지 월드,전과 같은 디즈니 감성은 이제 기대하기 어려운건가,4
동감,원작을 못봤지만 기대감없이 보면 괜찮은데 다들 실망하셨네 ㅎㅎ,10
엑소시스트: 디렉터스 컷,검은 사제들보다 훨씬 먼저 나온 오리지널. 역시 명불허전,10
올빼미,기대안하고봤는데 재밌었어요. 앞부분은 좀 지루함,10
올빼미,"초반부터 흥미를 자극하고 몰입도 있게 관객을 끌어가며 사극이지만 창의적인 캐릭터 및 설정 등에 신선하고 지루하지 않다. 약간의 늘어지는 구간이 존재하지만 템포조절이라 생각하면 나쁘지 않다. 하지만, 이야기의 개연성이나 어설픔이 군데군데 보여 완성도 측면에서는 마이너스가 있다고 본다. 전체적으로 평하자면 볼 만한 영화라고 생각된다. 신선한 면이 분명 존재한다. 김성철은 매력적인 배우이다.",7
올빼미,풍부한 상상력이 과해 길을 잃다....,5
에브리씽 에브리웨어 올 앳 원스,"대부분의 영화가 총을 쏘는 장면을 보여주기 위해 총알집에 총알을 넣고, 장전하고, 방아쇠를 당기는 장면을 먼저 보여주면서 발사의 당위성을 설득한다. 하지만 E.E.A는 2시간내내 핵미사일을 발사하는 장면만을 보여주면서 이 모든 것을 설득해낸다.",10
본즈 앤 올,두려움과 막막함이 앞서도 네게 나를 단 한 점도 남김 없이 주고픈 마음,8
올빼미,평점을 잘 안남기지만... 조심스레 남겨봅니다 간만에 시간가는줄 모르고 봤습니다 배우들의 연기력도 너무 좋았지만 역사적인 사실이 다시 한 번 엄정하게 다가왔고 마음이 너무 아팠습니다 너무 아까운 사람이지요 소현세자가... ㅠㅠ 수많은 매체에서 회자된 스토리지만 또 애달프네요... 결국 자신들의 이해득실로 귀결되는 결말이 씁쓸했습니다... 한동안 여운이 가시지 않을듯 합니다..,10
탄생,봇나 지루하고 조온나 핵노잼 ㅁㅈㅎ,1
올빼미,"지루하지 않고, 전개가 빨라서 좋았습니다ㆍ믿고보는 유해진배우!  ",10
해바라기,정말 최고임~~ 다시봐도 역시 최고임~~~,10
올빼미,오랜만에 재미있는 영화를 봤다.,10
원피스 필름 레드,콘서트랑 전투씬이 대박... 퀄리티가 장난이 아니였습니다!!,10
본즈 앤 올,"고어스럽지만 로맨틱한 영화, 엔딩장면때문에 집갈때까지 계속 두근거렸다 둘다 연기 미침",10
원피스 필름 레드,후반부 액션씬은 진심 애니메이션의 극한을 보여준다 ,10
원피스 필름 레드,기대 이하였고 팬심으로 볼 영화였어요.,2
